subject,timepoint,global_efficiency,char_path_length,modularity,clustering_coef
12,3,53.231040933177134,0.006922282427409945,0.44023983588537957,0.0007434726585962092
12,4,53.15133358818897,0.0071381769231789365,0.4342299462955799,0.0007575900808699663
13,1,54.79993277673089,0.007214536230960666,0.4577945240908684,0.0009745031222387002
13,2,53.84367042985255,0.00728232935822127,0.45810813504927284,0.0007672484503371841
13,3,54.059453152394134,0.007282016860129327,0.45113231694224726,0.0009165077013144964
13,4,55.52716867588354,0.007376740553177407,0.4429435375335534,0.0008145998976340274
14,1,56.10673880293995,0.0070293495735854914,0.43166152662067664,0.0009662412341028546
14,2,56.437743648396115,0.0069474912878712885,0.42019528740945167,0.0010877413988286339
14,3,56.957958113328736,0.007030691351252621,0.41978117636278817,0.0008757533580006509
14,4,56.058814175056206,0.006990891992699456,0.42063479358563777,0.001197848074712504
15,1,58.29651427340721,0.006862691725900101,0.43433588783617877,0.0007776734034153316
15,2,58.10929247036971,0.006396122517670683,0.4305193332848003,0.0008581332645992113
15,3,58.13184718427592,0.0066982275486975025,0.4313705183953357,0.0006424996693193897
16,1,55.670378913782564,0.007145788070350102,0.46530628945354746,0.0006215941513568252
16,2,55.97857658239942,0.007224149693047926,0.4493926735420207,0.0006804448969050237
16,3,56.35906485504679,0.006889537737182678,0.43982162577145983,0.0006755742611146128
16,4,55.79195607970833,0.006922646247220829,0.44882053720172904,0.0006771668343268897
17,1,57.96306271013909,0.007032043297826505,0.4153408699531427,0.0009231469928283344
17,2,57.1369358112595,0.007554528835573278,0.4326107658010472,0.0008192229808163965
17,3,55.7311446235509,0.007481907129251736,0.431455767932148,0.0008865504626929537
17,4,56.90515334188342,0.0068579840009954495,0.4277158668573014,0.000798294376603914
18,1,57.19595994090821,0.006255542771528056,0.4181541013518526,0.0008686193144377682
18,2,56.57145506385349,0.006710324136054432,0.41815618008733807,0.0008489837471486571
18,3,57.61558680957789,0.006869714652397516,0.41753700641937475,0.000872634709260912
18,4,57.86126886482493,0.0064406807555997874,0.41890786930343216,0.0009125786146917181
19,1,56.707758971020844,0.006453921418616261,0.45358501328733664,0.0007859043004084525
19,2,56.18764056029359,0.006678552728057069,0.45689863925054375,0.0006675609128980658
19,3,54.67310794067189,0.006514277435208276,0.45601378104270746,0.0006932164059603334
19,4,56.383665900985605,0.006159989165754107,0.44885512078109197,0.0005577401110871165
20,1,56.0131653281653,0.007323547472042639,0.4389896784895568,0.0008795468710876362
20,2,55.704873063624525,0.006995724853160797,0.4345032759097962,0.0008849136799135911
20,3,56.94160743094367,0.007551588762568472,0.4405439202109135,0.0010384942272227751
20,4,57.30535268108763,0.007493038038493463,0.43065731356020925,0.0009664503701684301
21,1,58.746198634083,0.006536317167081454,0.4273822649482535,0.0008504126489173669
21,2,55.64619335559584,0.006808737223826211,0.4305867328876176,0.0007373608417010024
21,3,58.16416078914499,0.006855763616724763,0.4382889367364283,0.0008170702226939061
21,4,57.64131922150551,0.006850475829434262,0.4284703480350634,0.0008429721018067941
22,1,60.481780627127186,0.006764867191305914,0.4176999100002909,0.0010898107690530542
22,2,59.55253704115771,0.007123529052928555,0.4391745248542702,0.0013103275611874177
22,3,60.543066121035885,0.007002879157458022,0.42142623055131023,0.001153688370723626
22,4,58.85149271701473,0.007123400562468957,0.416448003961542,0.0009980749882051829
